priceRange,alcohol,noiseLevel,attire,delivery,parking,waiterService,smoking,outdoorSeating,caters,goodForGroups,goodForKids
$$,full_bar,loud,casual,,,Yes,,Yes,No,Yes,
$$,beer_and_wine,average,casual,No,garage,Yes,outdoor,Yes,,Yes,Yes
$$,none,,,,garage,,,,,,
$,none,quiet,casual,Yes,,,,No,Yes,No,
$$$,full_bar,,casual,,lot,Yes,,No,,Yes,
$$,none,,,,,,,,,,
$$,full_bar,quiet,,,garage,,outdoor,No,,Yes,
$$,none,,,,garage,,,,,,
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$,none,,casual,No,,No,,No,,Yes,Yes
$$,none,average,casual,No,,Yes,,No,No,Yes,
$,none,average,casual,No,,No,,No,,Yes,
$,none,average,casual,No,street,No,,No,Yes,No,
$,none,,casual,No,street,,,No,,No,
$$$,full_bar,average,casual,No,,No,,Yes,,Yes,
$$$,full_bar,average,dressy,No,lot,Yes,,Yes,Yes,Yes,
$$,none,average,casual,No,lot,,,Yes,No,Yes,
$$,full_bar,average,casual,No,,,,No,No,No,
$,none,quiet,casual,No,,Yes,,No,,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$,none,,casual,Yes,,Yes,,No,,Yes,Yes
$,none,average,casual,No,,Yes,,Yes,No,Yes,
$,full_bar,average,casual,No,lot,No,,Yes,No,Yes,
$,none,loud,casual,No,,,,No,No,Yes,
$,none,,,,,,,,,,
$,beer_and_wine,average,casual,No,street,Yes,,No,No,Yes,Yes
$,full_bar,average,,,lot,No,yes,Yes,,Yes,
$,none,,casual,No,,,,No,No,Yes,
$$$,full_bar,loud,dressy,No,,No,,No,,Yes,
$$,none,average,casual,No,street,No,,No,Yes,Yes,
$$,full_bar,loud,casual,No,lot,No,,Yes,No,Yes,
$,none,,,,lot,,,,,,
$,none,,,,,,,,,,
$$,none,average,casual,No,,Yes,,No,,Yes,
$$,full_bar,average,casual,No,,No,,Yes,,Yes,
$$,none,average,casual,No,lot,No,,No,No,Yes,
$,none,quiet,casual,No,,No,,No,Yes,Yes,
$,none,average,casual,No,lot,No,,No,,Yes,
$,none,,,,,,,Yes,,,
$$,full_bar,average,casual,No,lot,Yes,no,Yes,No,Yes,
$,none,,,,,,,,,,
$,full_bar,average,,,lot,,yes,No,,Yes,
$$,none,,,,lot,,,,,,
$,none,average,casual,No,,,,No,,Yes,
$$,none,,,Yes,lot,,,,,,
$,none,average,casual,Yes,lot,No,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,,No,outdoor,Yes,Yes,Yes,
$,none,,,,,,,,,,
$$,full_bar,average,casual,No,garage,Yes,outdoor,Yes,No,Yes,
$,none,quiet,formal,,,Yes,,No,,Yes,
$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,lot,Yes,,Yes,No,Yes,
$$,none,average,casual,No,,Yes,,Yes,,Yes,
$$,full_bar,average,casual,No,street,No,,No,No,Yes,
$$,full_bar,average,casual,No,valet,No,no,No,No,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$,none,average,casual,No,lot,No,,Yes,,Yes,
$$,none,,,,lot,,,Yes,,,
$$$$,none,very_loud,formal,No,,No,,No,No,Yes,
$$,none,,,,lot,,,,,,
$,none,,,,garage,,,Yes,,,
$$,full_bar,average,casual,No,,No,,No,Yes,Yes,
$$,full_bar,quiet,casual,No,street,No,,Yes,No,No,
$$,none,,,,street,,,Yes,,,
$$,full_bar,average,casual,Yes,,Yes,outdoor,Yes,Yes,Yes,
$,none,quiet,casual,Yes,street,Yes,,Yes,Yes,No,
$$$,none,,,,,,,,,,
$,none,,casual,,,No,,,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,loud,casual,No,lot,No,yes,No,No,Yes,
$$,none,,,,,,,No,,,
$,none,quiet,casual,No,lot,Yes,,Yes,,Yes,
$,none,,,,,,,,,,
$$,beer_and_wine,quiet,casual,Yes,lot,No,,No,,Yes,Yes
$,none,,casual,No,,,,Yes,,No,
$,none,quiet,casual,Yes,lot,Yes,,No,No,No,
$$,full_bar,average,casual,No,street,Yes,,Yes,Yes,Yes,
$,none,,,,lot,No,,,,,
$$,beer_and_wine,,casual,,street,Yes,,Yes,,Yes,Yes
$$$,none,,,,lot,,,,,,
$,none,,,,lot,,,,,,
$$,none,,casual,No,,,,No,,Yes,
$$,none,quiet,casual,No,,Yes,,No,,No,
$,full_bar,very_loud,,,lot,,yes,Yes,,Yes,
$$,full_bar,average,casual,,street,Yes,no,No,,Yes,
$,none,,,,lot,,,,,,
$,none,quiet,casual,No,,Yes,,No,,Yes,
$,full_bar,average,casual,No,street,Yes,,Yes,,No,
$,none,quiet,casual,No,,,,No,,Yes,
$,full_bar,average,casual,No,valet,Yes,,Yes,Yes,No,
$$,full_bar,average,casual,No,street,No,,Yes,Yes,Yes,
$$$,full_bar,,casual,No,valet,Yes,,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,outdoor,Yes,Yes,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,,No,,Yes,Yes
$$,none,,,,,,,No,,,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,average,casual,No,,Yes,,No,No,Yes,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$$,full_bar,quiet,casual,No,lot,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,no,Yes,Yes,Yes,
$$,none,average,casual,No,garage,No,no,No,No,Yes,Yes
$$,full_bar,average,casual,No,valet,Yes,no,Yes,No,Yes,
$$,full_bar,very_loud,casual,No,,No,no,Yes,,Yes,
$$,none,,,,lot,,,,,,
$,none,,,,lot,,,,,,
$$,full_bar,average,casual,,lot,,,Yes,,Yes,
$,none,average,casual,No,lot,No,,Yes,No,Yes,
$,none,,,,lot,,,,,,
$$$,none,,,,lot,Yes,,,,,
$$,none,average,casual,No,lot,No,,No,No,Yes,
$,none,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$$,none,,,,,,,No,,,
$$,beer_and_wine,average,casual,No,lot,Yes,,Yes,No,Yes,
$$,none,,,,street,,,Yes,,,
$$,full_bar,average,casual,No,lot,No,,No,Yes,Yes,
$,none,average,casual,No,lot,Yes,,No,,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,
$$,full_bar,quiet,casual,No,,,,Yes,,Yes,
$,none,,,,lot,,,,,,
$,none,,,,,,,,,,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$,full_bar,average,casual,No,lot,Yes,yes,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,,Yes,
$,none,,casual,No,lot,No,,No,,No,
$$,beer_and_wine,average,casual,,,No,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,,Yes,
$$,full_bar,loud,casual,No,lot,,no,Yes,No,Yes,
$$,none,,,,street,,,,,,
$$,none,,,,lot,,,Yes,,,
$,none,,,,lot,Yes,,Yes,,,
$,none,average,casual,No,,Yes,,Yes,,Yes,
$,none,,,,lot,,,,,,
$,none,average,casual,No,,,,Yes,,No,
$$,full_bar,quiet,casual,Yes,street,No,,No,,Yes,
$$,full_bar,average,casual,No,street,Yes,,Yes,Yes,Yes,
$$,none,,,,,,,,,,
$$,none,,,,lot,Yes,,,,,
$$,full_bar,average,casual,No,lot,No,,Yes,No,Yes,
$$,full_bar,loud,casual,No,lot,No,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,Yes
$,none,quiet,casual,No,,Yes,,No,Yes,Yes,
$,none,average,casual,No,,No,,No,Yes,Yes,
$$,full_bar,very_loud,,,lot,,yes,No,,Yes,
$$,beer_and_wine,average,casual,No,garage,No,,No,No,Yes,
$$,full_bar,average,casual,No,,,,Yes,No,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,none,,,,lot,,,,,,
$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,Yes
$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$$,beer_and_wine,average,casual,No,,Yes,outdoor,Yes,,Yes,Yes
$,none,quiet,casual,No,,No,,No,No,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,beer_and_wine,,casual,Yes,,Yes,,Yes,,Yes,
$$,full_bar,,casual,,,No,,Yes,,Yes,
$,none,,,,lot,,,,,,
$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,garage,Yes,,No,No,Yes,
$$,none,,casual,No,,No,,No,No,Yes,
$,none,average,casual,No,,No,,No,Yes,Yes,
$,full_bar,average,,,,Yes,yes,No,,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,none,,,,,,,,,,
$$$,none,,,,lot,,,,,,
$,none,quiet,casual,No,lot,No,,No,Yes,Yes,
$,none,,,,,,,,,,
$$,full_bar,average,casual,No,lot,,,Yes,Yes,Yes,Yes
$$,full_bar,average,casual,No,,No,,Yes,No,Yes,
$,none,average,casual,No,lot,No,,No,Yes,Yes,Yes
$,none,average,casual,No,,No,,No,,No,
$,none,average,casual,No,lot,No,,No,Yes,Yes,
$$,none,,,,lot,,,,Yes,,
$,none,,,,street,,,,,,
$,none,average,casual,No,,Yes,,No,No,Yes,
$$$,none,,,,lot,,,,,,
$$,none,quiet,casual,Yes,,No,,Yes,,Yes,
$$$,none,,casual,,,Yes,,Yes,,Yes,
$,none,average,casual,No,lot,No,,No,,Yes,
$,none,average,casual,No,,Yes,,No,No,Yes,
$$$,full_bar,,,,,Yes,yes,Yes,,Yes,
$,none,average,casual,Yes,lot,No,,No,,Yes,
$$,beer_and_wine,average,dressy,No,lot,Yes,no,Yes,Yes,Yes,No
$$,full_bar,average,casual,No,garage,Yes,,Yes,No,Yes,
$$,full_bar,average,casual,No,garage,Yes,,No,,Yes,Yes
$$,none,,casual,No,garage,,,,,No,
$$,beer_and_wine,average,casual,No,street,Yes,,No,Yes,Yes,
$$,none,average,casual,No,,Yes,,No,No,No,
$,none,,,,valet,,outdoor,,,,
$,none,quiet,casual,No,street,Yes,,No,Yes,Yes,
$,none,average,casual,No,lot,,,Yes,Yes,Yes,
$,none,quiet,casual,Yes,,Yes,,No,No,No,
$$,none,average,casual,Yes,lot,,,Yes,Yes,No,
$$$,full_bar,quiet,dressy,No,lot,No,,Yes,Yes,Yes,
$,none,loud,casual,No,,Yes,,No,Yes,Yes,
$,none,very_loud,casual,,,,,No,,Yes,
$$,full_bar,,,,street,Yes,outdoor,No,,Yes,
$$,none,average,casual,No,lot,Yes,,No,No,No,
$$,full_bar,average,casual,No,lot,Yes,,No,No,Yes,
$$,none,,,,street,,,Yes,,,
$$,none,average,casual,Yes,,Yes,,No,No,No,
$$,beer_and_wine,,casual,No,,Yes,no,No,,Yes,No
$,none,loud,casual,No,lot,Yes,,Yes,No,Yes,
$,none,quiet,,,,,,,No,Yes,Yes
$$,none,,casual,,,,,Yes,,No,
$$,beer_and_wine,quiet,casual,Yes,lot,No,,No,Yes,Yes,
$,none,,,,street,,,,,,
$$,full_bar,average,casual,No,street,Yes,,No,,Yes,Yes
$$,beer_and_wine,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$,none,quiet,casual,No,lot,Yes,,No,,Yes,
$,none,loud,casual,Yes,,No,,No,Yes,Yes,
$,none,loud,casual,No,lot,No,,Yes,Yes,Yes,
$$,full_bar,very_loud,,,,,yes,No,,Yes,
$,full_bar,average,,,lot,,outdoor,Yes,,Yes,
$$$$,none,,,,lot,,,,,,
$$,beer_and_wine,quiet,casual,No,lot,Yes,,No,,Yes,
$$,none,,,,,,,Yes,,,
$,none,,,,lot,,,,,,
$$,full_bar,loud,casual,No,,Yes,,No,,Yes,
$$,full_bar,average,casual,No,garage,Yes,outdoor,Yes,Yes,Yes,Yes
$$,none,,,,,,,,,,
$,none,,casual,No,,,,Yes,,Yes,
$$,none,,,,lot,Yes,,,,,
$,none,,casual,No,,,,,,Yes,
$,none,,,,,,,,,,
$$,full_bar,,casual,No,street,Yes,,Yes,,Yes,
$$,full_bar,very_loud,casual,No,street,Yes,outdoor,Yes,No,Yes,
$$$,beer_and_wine,,casual,Yes,,Yes,,No,Yes,Yes,
$$,none,,,,lot,Yes,,,,,
$$$,full_bar,,,,,Yes,,Yes,,Yes,
$$,full_bar,,casual,No,lot,No,outdoor,Yes,,Yes,Yes
$$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,quiet,casual,Yes,lot,No,,Yes,No,No,
$$,full_bar,quiet,casual,No,lot,Yes,,Yes,Yes,Yes,
$$$,full_bar,average,dressy,No,valet,Yes,no,No,No,Yes,No
$$,none,average,casual,No,,No,,No,Yes,Yes,
$,full_bar,quiet,casual,Yes,,Yes,,No,No,Yes,
$$,full_bar,average,casual,No,lot,,,No,No,Yes,
$,none,average,casual,No,lot,No,,Yes,,Yes,
$,beer_and_wine,loud,casual,No,garage,Yes,,No,No,Yes,
$$$,full_bar,average,,,street,,no,No,,No,
$,beer_and_wine,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,,casual,No,,,,No,,Yes,
$,none,average,casual,No,,Yes,,No,,No,
$$,full_bar,average,casual,No,lot,Yes,,No,No,Yes,
$$,full_bar,loud,casual,No,,No,outdoor,Yes,,Yes,
$$,none,average,,,,,,Yes,,Yes,
$,none,,,,lot,,,No,,,
$$$,none,,,,,,,,,,
$$$,none,,,,,,,,,,
$$,none,,casual,,,,,,,Yes,Yes
$$,full_bar,average,casual,No,lot,Yes,no,Yes,Yes,Yes,No
$$,full_bar,very_loud,casual,Yes,,,,Yes,No,Yes,
$,none,,,,,,,Yes,,,
$$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,street,Yes,,No,Yes,Yes,
$,none,loud,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$$,none,,,,street,,,No,,,
$$,none,,,,,,,,,,
$$,none,,,,lot,,,,,,
$$,full_bar,very_loud,casual,No,lot,,,Yes,,Yes,
$,full_bar,average,,No,,No,yes,No,,No,
$$,full_bar,average,casual,No,,Yes,yes,No,,Yes,
$$,full_bar,average,casual,No,street,Yes,,Yes,Yes,Yes,
$$,none,,,,,,,,,,
$,beer_and_wine,average,casual,No,,No,,Yes,Yes,Yes,
$$,none,,,,lot,,,,,,
$,none,average,casual,No,,No,,Yes,,Yes,
$,none,average,,,lot,Yes,yes,No,,Yes,
$$,full_bar,average,casual,No,lot,,,Yes,No,Yes,
$,none,,,,garage,,,,,,
$,none,,,,lot,,,Yes,,,
$,none,,,,lot,,,,,,
$$,none,quiet,casual,No,,Yes,,No,Yes,Yes,
$,none,average,casual,No,lot,No,,Yes,No,Yes,
$$,full_bar,average,,,,No,yes,No,,Yes,
$$,none,,casual,No,,No,,No,,Yes,
$$,none,loud,casual,No,,No,,Yes,No,Yes,
$,none,,casual,,street,Yes,,Yes,,,
$$,none,average,casual,No,,Yes,,Yes,,No,
$,none,,,,garage,,,,,,
$$,none,,,,lot,Yes,,,,,
$$,full_bar,average,casual,No,street,Yes,,No,No,Yes,No
$,none,,,,lot,,,,,,
$,beer_and_wine,quiet,casual,No,lot,,,No,,Yes,
$,none,average,casual,No,lot,No,,No,Yes,No,Yes
$,none,quiet,casual,Yes,lot,No,,No,Yes,Yes,
$,none,,,,lot,,,,,,
$,none,,,,lot,Yes,,Yes,,,
$,none,average,casual,No,,No,,Yes,No,Yes,
$$$,full_bar,average,casual,No,street,Yes,,No,No,Yes,
$,none,,,,,,,,,,
$$,beer_and_wine,,casual,No,,Yes,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$$,full_bar,loud,casual,No,lot,Yes,,Yes,No,Yes,Yes
$$,none,average,casual,No,garage,Yes,,No,No,Yes,
$,none,,,,street,,,Yes,,,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,,,,lot,,,,,,
$,full_bar,loud,casual,No,street,No,no,No,No,Yes,No
$$,full_bar,average,casual,,lot,No,,Yes,,Yes,Yes
$$,none,,,,lot,Yes,,,,,
$,none,,,,,,,No,,,
$$,beer_and_wine,average,casual,No,,Yes,,No,No,Yes,
$$,full_bar,average,casual,No,garage,Yes,,No,No,Yes,
$,none,average,casual,Yes,lot,No,,Yes,Yes,Yes,
$$,none,,,,,,,,,,
$$,full_bar,quiet,dressy,No,street,,,No,,Yes,
$$,none,,,,,,,,,,
$,none,average,casual,No,,No,,Yes,Yes,Yes,
$$$,full_bar,quiet,casual,No,lot,Yes,,Yes,,Yes,
$$,none,,,,,,,,,,
$,none,average,casual,No,,Yes,,No,,No,
$$,beer_and_wine,average,casual,Yes,street,Yes,,Yes,,No,
$$,beer_and_wine,loud,casual,No,garage,Yes,,No,No,Yes,Yes
$,none,,casual,,,,,,,Yes,
$$$,full_bar,average,dressy,No,valet,Yes,,No,No,Yes,No
$$,none,,,No,garage,No,,,,,
$$,beer_and_wine,very_loud,casual,No,lot,No,,No,,Yes,
$,none,quiet,casual,No,lot,Yes,,Yes,,Yes,
$$,none,,,,lot,,,,,,
$$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,average,casual,No,lot,Yes,,No,No,No,
$$,full_bar,quiet,casual,No,lot,No,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,,Yes,,Yes,Yes,Yes,
$,none,,,,lot,Yes,,,,,
$$$,full_bar,very_loud,casual,No,garage,Yes,,No,No,Yes,No
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,loud,casual,No,lot,Yes,,Yes,No,Yes,
$$,full_bar,average,casual,No,garage,No,outdoor,Yes,No,Yes,
$$,none,,,,,,,No,,,
$$,none,quiet,casual,Yes,,Yes,,No,,Yes,
$$$,full_bar,quiet,casual,No,valet,No,,Yes,No,Yes,
$$,none,,,,,,,,,,
$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,lot,No,,No,,Yes,
$$,none,quiet,casual,No,street,,,No,,Yes,
$,full_bar,average,casual,Yes,lot,No,,No,,Yes,
$,none,,,,lot,,,,,,
$,none,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,Yes
$,beer_and_wine,average,casual,No,street,Yes,,No,No,Yes,
$,none,quiet,casual,Yes,,No,,No,Yes,Yes,
$$,full_bar,average,casual,Yes,lot,No,,Yes,Yes,Yes,Yes
$,none,quiet,casual,Yes,street,No,,No,Yes,Yes,
$$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,none,average,casual,No,lot,No,,No,,Yes,
$$,none,,,,,,,,,,
$$,full_bar,average,formal,,garage,Yes,no,Yes,No,Yes,
$$$,full_bar,average,dressy,No,garage,Yes,,No,No,Yes,
$,full_bar,average,,,,Yes,yes,No,,Yes,
$,beer_and_wine,average,casual,Yes,lot,Yes,,No,,Yes,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,none,,,,lot,No,,,,,
$$,none,average,casual,No,,No,,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$,beer_and_wine,average,casual,No,street,Yes,,Yes,No,Yes,
$$,none,,,,lot,,,,,,
$$$,full_bar,quiet,casual,No,garage,Yes,,No,No,Yes,
$,none,,,,lot,Yes,,,,,
$$,none,,,,street,,,,,,
$,none,,,,lot,,,,,,
$$,none,,,,,,,No,,,
$$$,full_bar,average,casual,No,,No,,No,No,Yes,
$,beer_and_wine,quiet,casual,Yes,lot,No,,No,,No,
$,none,average,casual,No,lot,No,,No,Yes,Yes,Yes
$$,none,,,,lot,Yes,,,,,
$,none,,,,lot,,,Yes,,,
$$$,none,,,,street,,,,,,
$$$,full_bar,loud,casual,No,lot,Yes,,Yes,No,Yes,
$,beer_and_wine,quiet,casual,Yes,lot,Yes,,No,,Yes,
$,none,average,casual,No,,Yes,,No,,No,
$$,none,loud,casual,Yes,street,No,,No,Yes,Yes,
$,beer_and_wine,quiet,casual,No,lot,,,No,No,Yes,
$,none,,,,street,,,,,,
$,none,,,,lot,,,,,,
$$$$,full_bar,quiet,dressy,No,garage,Yes,,No,No,No,
$$,none,,,,lot,,,,,,
$,full_bar,loud,casual,No,street,Yes,outdoor,Yes,,Yes,
$$,none,average,casual,No,lot,Yes,,No,No,Yes,Yes
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$$,full_bar,,casual,No,lot,No,,Yes,,Yes,
$$,none,,,,lot,,,,,,
$$,none,,,,,,,,,,
$$,none,quiet,casual,,,Yes,,No,No,Yes,
$$,none,,,,lot,,,,,,
$$,full_bar,quiet,casual,No,street,Yes,no,Yes,Yes,Yes,
$$,full_bar,loud,casual,No,garage,No,,Yes,No,Yes,Yes
$$,full_bar,loud,,,street,Yes,outdoor,Yes,,Yes,
$$,none,,casual,,,Yes,,No,,No,
$$,full_bar,average,,,lot,,no,No,,Yes,
$$,none,,,No,,,,No,,No,
$$,none,quiet,casual,Yes,lot,No,,No,,Yes,
$$$,none,,casual,,,,,No,,Yes,
$,beer_and_wine,average,casual,No,lot,No,,No,Yes,No,
$$,full_bar,very_loud,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$,none,average,casual,No,lot,No,,Yes,No,Yes,
$,full_bar,average,,,lot,,outdoor,Yes,,Yes,
$$,none,,,,lot,No,,,,,
$$,none,,,,lot,Yes,,Yes,,,
$$,none,,,,lot,No,,,,,
$$,none,,,,,,,,,,
$$,full_bar,average,,,lot,No,yes,No,,Yes,
$$,full_bar,average,casual,No,street,Yes,outdoor,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,quiet,casual,No,,No,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,average,casual,,,No,,Yes,,No,
$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,,,No,,Yes,
$,none,loud,casual,No,lot,No,,No,No,Yes,
$$,none,quiet,casual,No,lot,,,No,,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,No,Yes,
$$,beer_and_wine,,,,street,,no,No,,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$$,none,,,,,,,,,,
$,none,,,,lot,,,,,,
$$,none,,casual,No,,No,,No,,No,
$,none,,,,lot,,,,,,
$$,none,,,,street,,,,,,
$$$,full_bar,quiet,casual,No,,Yes,,No,,Yes,
$$,none,,,,lot,,,,,,
$$,none,,,,lot,,,No,,Yes,
$$,beer_and_wine,quiet,casual,Yes,lot,No,,Yes,Yes,Yes,
$,none,loud,casual,No,lot,Yes,,Yes,No,Yes,Yes
$,none,quiet,casual,No,,Yes,,No,Yes,Yes,
$$,full_bar,average,,,,,,No,,No,
$$,full_bar,average,,No,lot,Yes,outdoor,Yes,,Yes,
$$,none,,,,lot,,,,,,
$$,none,,,,lot,,,,,,
$$,full_bar,quiet,casual,No,lot,No,,No,Yes,Yes,
$$,none,loud,casual,No,lot,Yes,,No,Yes,Yes,
$,none,,,,street,,,,,,
$,none,average,casual,Yes,,No,,No,Yes,No,
$$,none,,,,lot,Yes,,Yes,,,
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,none,average,casual,No,street,,,Yes,No,Yes,
$,none,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,,No,Yes,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,street,Yes,no,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,
$,beer_and_wine,average,casual,Yes,street,Yes,,No,Yes,Yes,
$$,none,,,,,,,,,,
$,none,average,casual,,lot,Yes,,Yes,,Yes,
$$,none,average,casual,No,,No,,No,No,Yes,
$,none,,,,,,,,,,
$,none,quiet,casual,No,,Yes,,No,No,No,
$,none,quiet,casual,No,,No,,Yes,,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,none,average,casual,,,,,Yes,,Yes,
$$,none,,,,garage,Yes,,,,,
$$,full_bar,very_loud,casual,No,,Yes,,Yes,No,Yes,
$$$,full_bar,quiet,casual,No,valet,Yes,,Yes,No,Yes,
$$,beer_and_wine,average,,,street,Yes,no,Yes,,Yes,
$$,none,,,,street,,,,,,
$$,beer_and_wine,loud,casual,Yes,,No,,Yes,No,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$,none,average,casual,Yes,lot,No,,No,Yes,No,
$,beer_and_wine,quiet,casual,No,lot,No,,No,,Yes,
$,none,quiet,casual,Yes,,,,No,,Yes,
$$,none,very_loud,casual,Yes,,No,,No,,Yes,
$$,none,average,casual,No,,No,,Yes,Yes,Yes,
$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,lot,Yes,,Yes,No,Yes,
$,none,average,casual,No,lot,No,,Yes,No,Yes,Yes
$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,Yes
$,none,,,,street,,,,,,
$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,Yes
$$,none,,,,lot,,,,,,
$,none,quiet,casual,No,,Yes,,No,Yes,Yes,
$,none,average,casual,No,lot,No,,No,,Yes,
$$,beer_and_wine,quiet,casual,Yes,lot,No,,No,Yes,Yes,Yes
$,none,average,casual,No,,Yes,,No,No,Yes,
$$,none,quiet,casual,No,lot,No,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,,Yes,No,Yes,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,none,average,casual,,street,Yes,,No,,Yes,
$,none,quiet,casual,Yes,,Yes,,No,Yes,Yes,
$,none,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$,full_bar,quiet,casual,No,lot,No,,Yes,No,Yes,Yes
$,none,average,casual,No,garage,Yes,,No,,No,
$,none,,,,lot,,,Yes,,,
$,none,,,,lot,,,,,,
$,none,,,,lot,,,,,,
$$,beer_and_wine,average,casual,No,,No,,Yes,No,Yes,
$,none,,,,street,,,,,,
$$,full_bar,average,casual,No,lot,,,Yes,No,Yes,
$,none,quiet,casual,No,street,No,,No,,Yes,
$$,none,average,casual,No,street,Yes,,Yes,Yes,Yes,
$,none,,casual,No,,,,No,,Yes,
$$,none,average,casual,No,,Yes,,No,,Yes,
$$,full_bar,average,casual,No,,Yes,,No,No,Yes,
$,none,,,,garage,,,,,,
$$,full_bar,loud,casual,No,garage,Yes,,Yes,Yes,Yes,
$,none,,casual,No,,,,No,,No,
$,none,,casual,No,,,,Yes,,Yes,
$$,none,quiet,casual,No,,,,Yes,,Yes,
$,none,,,,lot,,,Yes,,,
$$,full_bar,loud,,,,,yes,Yes,,Yes,
$$,none,,casual,Yes,street,Yes,,Yes,,No,
$,none,average,casual,Yes,lot,No,,Yes,Yes,Yes,
$$$,full_bar,average,casual,No,street,Yes,,Yes,Yes,No,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$$,beer_and_wine,average,casual,No,street,No,outdoor,No,No,No,No
$$,beer_and_wine,average,casual,Yes,,Yes,,No,No,Yes,
$,none,,,,street,,,,,,
$,none,quiet,casual,No,,,,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,No,,No,,Yes,No,Yes,
